[03:40:43] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[03:40:43] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[03:40:43] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[03:40:43] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[03:40:43] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[03:40:44] [Server thread/INFO]: Starting minecraft server version 1.14.2
[03:40:44] [Server thread/WARN]: To start the server with more ram, launch it as "java -Xmx1024M -Xms1024M -jar minecraft_server.jar"
[03:40:44] [Server thread/INFO]: Loading properties
[03:40:44] [Server thread/INFO]: Default game type: SURVIVAL
[03:40:44] [Server thread/INFO]: Generating keypair
[03:40:44] [Server console handler/ERROR]: Exception handling console input
java.io.IOException: 控制代碼無效。
	at java.io.FileInputStream.readBytes(Native Method) ~[?:1.8.0_211]
	at java.io.FileInputStream.read(Unknown Source) ~[?:1.8.0_211]
	at java.io.BufferedInputStream.read1(Unknown Source) ~[?:1.8.0_211]
	at java.io.BufferedInputStream.read(Unknown Source) ~[?:1.8.0_211]
	at sun.nio.cs.StreamDecoder.readBytes(Unknown Source) ~[?:1.8.0_211]
	at sun.nio.cs.StreamDecoder.implRead(Unknown Source) ~[?:1.8.0_211]
	at sun.nio.cs.StreamDecoder.read(Unknown Source) ~[?:1.8.0_211]
	at java.io.InputStreamReader.read(Unknown Source) ~[?:1.8.0_211]
	at java.io.BufferedReader.fill(Unknown Source) ~[?:1.8.0_211]
	at java.io.BufferedReader.readLine(Unknown Source) ~[?:1.8.0_211]
	at java.io.BufferedReader.readLine(Unknown Source) ~[?:1.8.0_211]
	at ug$2.run(SourceFile:109) [server.jar:?]
[03:40:44] [Server thread/INFO]: Starting Minecraft server on *:25565
[03:40:44] [Server thread/INFO]: Using default channel type
[03:40:44] [Server thread/INFO]: Preparing level "world"
[03:41:55] [Server-Worker-1/INFO]: Preparing spawn area: 42%
[03:41:56] [Server-Worker-1/INFO]: Preparing spawn area: 43%
[03:41:56] [Server-Worker-7/INFO]: Preparing spawn area: 43%
[03:41:56] [Server-Worker-1/INFO]: Preparing spawn area: 43%
[03:41:57] [Server-Worker-3/INFO]: Preparing spawn area: 44%
[03:41:58] [Server-Worker-6/INFO]: Preparing spawn area: 45%
[03:41:58] [Server-Worker-1/INFO]: Preparing spawn area: 45%
[03:41:59] [Server-Worker-2/INFO]: Preparing spawn area: 45%
[03:41:59] [Server-Worker-4/INFO]: Preparing spawn area: 46%
[03:41:59] [Server-Worker-6/INFO]: Preparing spawn area: 46%
[03:42:00] [Server-Worker-3/INFO]: Preparing spawn area: 46%
[03:42:01] [Server-Worker-5/INFO]: Preparing spawn area: 47%
[03:42:01] [Server-Worker-5/INFO]: Preparing spawn area: 47%
[03:42:01] [Server-Worker-6/INFO]: Preparing spawn area: 47%
[03:42:02] [Server-Worker-3/INFO]: Preparing spawn area: 47%
[03:42:03] [Server-Worker-4/INFO]: Preparing spawn area: 48%
[03:42:06] [Server-Worker-6/INFO]: Preparing spawn area: 48%
[03:42:06] [Server-Worker-2/INFO]: Preparing spawn area: 48%
[03:42:06] [Server-Worker-6/INFO]: Preparing spawn area: 48%
[03:42:06] [Server-Worker-2/INFO]: Preparing spawn area: 48%
[03:42:06] [Server-Worker-6/INFO]: Preparing spawn area: 48%
[03:42:06] [Server-Worker-2/INFO]: Preparing spawn area: 48%
[03:42:06] [Server-Worker-6/INFO]: Preparing spawn area: 50%
[03:42:07] [Server-Worker-4/INFO]: Preparing spawn area: 51%
[03:42:07] [Server-Worker-3/INFO]: Preparing spawn area: 51%
[03:42:08] [Server-Worker-3/INFO]: Preparing spawn area: 51%
[03:42:08] [Server-Worker-3/INFO]: Preparing spawn area: 52%
[03:42:09] [Server-Worker-4/INFO]: Preparing spawn area: 52%
[03:42:09] [Server-Worker-2/INFO]: Preparing spawn area: 52%
[03:42:10] [Server-Worker-4/INFO]: Preparing spawn area: 52%
[03:42:10] [Server-Worker-5/INFO]: Preparing spawn area: 53%
[03:42:11] [Server-Worker-1/INFO]: Preparing spawn area: 54%
[03:42:11] [Server-Worker-5/INFO]: Preparing spawn area: 54%
[03:42:12] [Server-Worker-7/INFO]: Preparing spawn area: 54%
[03:42:12] [Server-Worker-3/INFO]: Preparing spawn area: 54%
[03:42:13] [Server-Worker-6/INFO]: Preparing spawn area: 55%
[03:42:13] [Server-Worker-5/INFO]: Preparing spawn area: 55%
[03:42:14] [Server-Worker-6/INFO]: Preparing spawn area: 55%
[03:42:14] [Server-Worker-7/INFO]: Preparing spawn area: 55%
[03:42:15] [Server-Worker-3/INFO]: Preparing spawn area: 56%
[03:42:15] [Server-Worker-7/INFO]: Preparing spawn area: 56%
[03:42:16] [Server-Worker-2/INFO]: Preparing spawn area: 56%
[03:42:16] [Server-Worker-7/INFO]: Preparing spawn area: 56%
[03:42:17] [Server-Worker-7/INFO]: Preparing spawn area: 57%
[03:42:17] [Server-Worker-6/INFO]: Preparing spawn area: 57%
[03:42:18] [Server-Worker-1/INFO]: Preparing spawn area: 57%
[03:42:18] [Server-Worker-6/INFO]: Preparing spawn area: 58%
[03:42:19] [Server-Worker-5/INFO]: Preparing spawn area: 58%
[03:42:19] [Server-Worker-4/INFO]: Preparing spawn area: 58%
[03:42:20] [Server-Worker-3/INFO]: Preparing spawn area: 58%
[03:42:20] [Server-Worker-1/INFO]: Preparing spawn area: 59%
[03:42:20] [Server-Worker-2/INFO]: Preparing spawn area: 59%
[03:42:21] [Server-Worker-5/INFO]: Preparing spawn area: 59%
[03:42:22] [Server-Worker-4/INFO]: Preparing spawn area: 59%
[03:42:22] [Server-Worker-4/INFO]: Preparing spawn area: 60%
[03:42:22] [Server-Worker-5/INFO]: Preparing spawn area: 60%
[03:42:23] [Server-Worker-1/INFO]: Preparing spawn area: 60%
[03:42:24] [Server-Worker-2/INFO]: Preparing spawn area: 61%
[03:42:24] [Server-Worker-5/INFO]: Preparing spawn area: 61%
[03:42:24] [Server-Worker-7/INFO]: Preparing spawn area: 61%
[03:42:25] [Server-Worker-7/INFO]: Preparing spawn area: 61%
[03:42:26] [Server-Worker-3/INFO]: Preparing spawn area: 62%
[03:42:26] [Server-Worker-6/INFO]: Preparing spawn area: 62%
[03:42:26] [Server-Worker-1/INFO]: Preparing spawn area: 62%
[03:42:27] [Server-Worker-3/INFO]: Preparing spawn area: 63%
[03:42:28] [Server-Worker-7/INFO]: Preparing spawn area: 63%
[03:42:28] [Server-Worker-6/INFO]: Preparing spawn area: 64%
[03:42:29] [Server-Worker-4/INFO]: Preparing spawn area: 64%
[03:42:29] [Server-Worker-6/INFO]: Preparing spawn area: 64%
[03:42:30] [Server-Worker-6/INFO]: Preparing spawn area: 65%
[03:42:30] [Server-Worker-5/INFO]: Preparing spawn area: 65%
[03:42:30] [Server-Worker-5/INFO]: Preparing spawn area: 66%
[03:42:31] [Server-Worker-1/INFO]: Preparing spawn area: 66%
[03:42:32] [Server-Worker-3/INFO]: Preparing spawn area: 66%
[03:42:32] [Server-Worker-5/INFO]: Preparing spawn area: 67%
[03:42:32] [Server-Worker-1/INFO]: Preparing spawn area: 67%
[03:42:33] [Server-Worker-1/INFO]: Preparing spawn area: 67%
[03:42:34] [Server-Worker-4/INFO]: Preparing spawn area: 68%
[03:42:34] [Server-Worker-1/INFO]: Preparing spawn area: 68%
[03:42:35] [Server-Worker-6/INFO]: Preparing spawn area: 69%
[03:42:35] [Server-Worker-6/INFO]: Preparing spawn area: 69%
[03:42:36] [Server-Worker-5/INFO]: Preparing spawn area: 69%
[03:42:36] [Server-Worker-1/INFO]: Preparing spawn area: 69%
[03:42:37] [Server-Worker-7/INFO]: Preparing spawn area: 70%
[03:42:37] [Server-Worker-5/INFO]: Preparing spawn area: 70%
[03:42:38] [Server-Worker-5/INFO]: Preparing spawn area: 70%
[03:42:38] [Server-Worker-5/INFO]: Preparing spawn area: 70%
[03:42:39] [Server-Worker-1/INFO]: Preparing spawn area: 71%
[03:42:39] [Server-Worker-1/INFO]: Preparing spawn area: 71%
[03:42:40] [Server-Worker-1/INFO]: Preparing spawn area: 71%
[03:42:40] [Server-Worker-3/INFO]: Preparing spawn area: 72%
[03:42:41] [Server-Worker-4/INFO]: Preparing spawn area: 72%
[03:42:41] [Server-Worker-5/INFO]: Preparing spawn area: 72%
[03:42:42] [Server-Worker-5/INFO]: Preparing spawn area: 72%
[03:42:42] [Server-Worker-1/INFO]: Preparing spawn area: 72%
[03:42:43] [Server-Worker-7/INFO]: Preparing spawn area: 73%
[03:42:43] [Server-Worker-1/INFO]: Preparing spawn area: 73%
[03:42:44] [Server-Worker-2/INFO]: Preparing spawn area: 73%
[03:42:44] [Server-Worker-4/INFO]: Preparing spawn area: 74%
[03:42:45] [Server-Worker-2/INFO]: Preparing spawn area: 74%
[03:42:45] [Server-Worker-5/INFO]: Preparing spawn area: 74%
[03:42:45] [Server-Worker-1/INFO]: Preparing spawn area: 75%
[03:42:47] [Server-Worker-5/INFO]: Preparing spawn area: 75%
[03:42:47] [Server-Worker-4/INFO]: Preparing spawn area: 75%
[03:42:47] [Server-Worker-5/INFO]: Preparing spawn area: 75%
[03:42:47] [Server-Worker-4/INFO]: Preparing spawn area: 75%
[03:42:48] [Server-Worker-6/INFO]: Preparing spawn area: 77%
[03:42:49] [Server-Worker-3/INFO]: Preparing spawn area: 77%
[03:42:49] [Server-Worker-1/INFO]: Preparing spawn area: 78%
[03:42:49] [Server-Worker-1/INFO]: Preparing spawn area: 78%
[03:42:50] [Server-Worker-7/INFO]: Preparing spawn area: 78%
[03:42:51] [Server-Worker-4/INFO]: Preparing spawn area: 79%
[03:42:51] [Server-Worker-4/INFO]: Preparing spawn area: 79%
[03:42:51] [Server-Worker-3/INFO]: Preparing spawn area: 79%
[03:42:52] [Server-Worker-3/INFO]: Preparing spawn area: 79%
[03:42:53] [Server-Worker-6/INFO]: Preparing spawn area: 80%
[03:42:53] [Server-Worker-2/INFO]: Preparing spawn area: 80%
[03:42:53] [Server-Worker-6/INFO]: Preparing spawn area: 80%
[03:42:54] [Server-Worker-2/INFO]: Preparing spawn area: 81%
[03:42:55] [Server-Worker-2/INFO]: Preparing spawn area: 81%
[03:42:57] [Server-Worker-4/INFO]: Preparing spawn area: 81%
[03:42:57] [Server-Worker-3/INFO]: Preparing spawn area: 81%
[03:42:57] [Server-Worker-4/INFO]: Preparing spawn area: 81%
[03:42:57] [Server-Worker-3/INFO]: Preparing spawn area: 81%
[03:42:58] [Server-Worker-3/INFO]: Preparing spawn area: 83%
[03:42:58] [Server-Worker-5/INFO]: Preparing spawn area: 83%
[03:42:58] [Server-Worker-3/INFO]: Preparing spawn area: 84%
[03:42:59] [Server-Worker-4/INFO]: Preparing spawn area: 84%
[03:42:59] [Server-Worker-3/INFO]: Preparing spawn area: 84%
[03:42:59] [Server-Worker-3/INFO]: Preparing spawn area: 85%
[03:43:00] [Server-Worker-3/INFO]: Preparing spawn area: 85%
[03:43:01] [Server-Worker-2/INFO]: Preparing spawn area: 85%
[03:43:01] [Server-Worker-5/INFO]: Preparing spawn area: 85%
[03:43:02] [Server-Worker-2/INFO]: Preparing spawn area: 86%
[03:43:02] [Server-Worker-3/INFO]: Preparing spawn area: 86%
[03:43:03] [Server-Worker-7/INFO]: Preparing spawn area: 86%
[03:43:03] [Server-Worker-2/INFO]: Preparing spawn area: 86%
[03:43:04] [Server-Worker-5/INFO]: Preparing spawn area: 87%
[03:43:04] [Server-Worker-4/INFO]: Preparing spawn area: 87%
[03:43:05] [Server-Worker-7/INFO]: Preparing spawn area: 87%
[03:43:05] [Server-Worker-2/INFO]: Preparing spawn area: 87%
[03:43:06] [Server-Worker-7/INFO]: Preparing spawn area: 88%
[03:43:06] [Server-Worker-5/INFO]: Preparing spawn area: 88%
[03:43:07] [Server-Worker-5/INFO]: Preparing spawn area: 88%
[03:43:07] [Server-Worker-4/INFO]: Preparing spawn area: 89%
[03:43:08] [Server-Worker-6/INFO]: Preparing spawn area: 89%
[03:43:08] [Server-Worker-6/INFO]: Preparing spawn area: 89%
[03:43:09] [Server-Worker-7/INFO]: Preparing spawn area: 89%
[03:43:09] [Server-Worker-7/INFO]: Preparing spawn area: 90%
[03:43:10] [Server-Worker-2/INFO]: Preparing spawn area: 90%
[03:43:10] [Server-Worker-6/INFO]: Preparing spawn area: 90%
[03:43:11] [Server-Worker-2/INFO]: Preparing spawn area: 90%
[03:43:11] [Server-Worker-6/INFO]: Preparing spawn area: 91%
[03:43:12] [Server-Worker-4/INFO]: Preparing spawn area: 91%
[03:43:12] [Server-Worker-3/INFO]: Preparing spawn area: 92%
[03:43:12] [Server-Worker-3/INFO]: Preparing spawn area: 92%
[03:43:13] [Server-Worker-1/INFO]: Preparing spawn area: 92%
[03:43:14] [Server-Worker-6/INFO]: Preparing spawn area: 93%
[03:43:14] [Server-Worker-5/INFO]: Preparing spawn area: 93%
[03:43:14] [Server-Worker-6/INFO]: Preparing spawn area: 93%
[03:43:15] [Server-Worker-7/INFO]: Preparing spawn area: 93%
[03:43:16] [Server-Worker-4/INFO]: Preparing spawn area: 94%
[03:43:18] [Server-Worker-4/INFO]: Preparing spawn area: 95%
[03:43:18] [Server-Worker-1/INFO]: Preparing spawn area: 95%
[03:43:18] [Server-Worker-4/INFO]: Preparing spawn area: 95%
[03:43:18] [Server-Worker-1/INFO]: Preparing spawn area: 95%
[03:43:18] [Server-Worker-4/INFO]: Preparing spawn area: 95%
[03:43:18] [Server-Worker-7/INFO]: Preparing spawn area: 97%
[03:43:19] [Server-Worker-1/INFO]: Preparing spawn area: 97%
[03:43:20] [Server-Worker-5/INFO]: Preparing spawn area: 97%
[03:43:22] [Server-Worker-6/INFO]: Preparing spawn area: 98%
[03:43:22] [Server-Worker-3/INFO]: Preparing spawn area: 98%
[03:43:22] [Server-Worker-6/INFO]: Preparing spawn area: 98%
[03:43:22] [Server-Worker-3/INFO]: Preparing spawn area: 98%
[03:43:22] [Server thread/INFO]: Time elapsed: 142240 ms
[03:43:22] [Server thread/INFO]: Done (157.222s)! For help, type "help"
[03:48:28] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 5869ms or 117 ticks behind
[04:02:12] [User Authenticator #1/INFO]: UUID of player Blue_BBwanttosay is aebe5427-6187-4716-be91-6c116ae259ab
[04:02:12] [Server thread/INFO]: Blue_BBwanttosay[/25.35.175.96:52534] logged in with entity id 97 at (221.5, 64.0, -129.5)
[04:02:12] [Server thread/INFO]: Blue_BBwanttosay joined the game
[04:02:21] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2142ms or 42 ticks behind
[04:02:25] [Server thread/INFO]: Blue_BBwanttosay lost connection: Disconnected
[04:02:25] [Server thread/INFO]: Blue_BBwanttosay left the game
[04:02:34] [Server thread/INFO]: Stopping server
[04:02:34] [Server thread/INFO]: Saving players
[04:02:34] [Server thread/INFO]: Saving worlds
[04:02:34] [Server thread/INFO]: Saving chunks for level 'world'/minecraft:overworld
[04:02:36] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[04:02:36] [Server thread/INFO]: Saving chunks for level 'world'/minecraft:the_nether
[04:02:36] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[04:02:36] [Server thread/INFO]: Saving chunks for level 'world'/minecraft:the_end
[04:02:36] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[04:02:36] [Server thread/INFO]: ThreadedAnvilChunkStorage (world): All chunks are saved
[04:02:36] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[04:02:36] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
